little		O
garlic		Ingredient
cloves		Ingredient
that		O
I		O
dropped		O
in		O
.		O
So		O
,		O
they		O
'		O
ll		O
still		O
have		O
a		O
little		O
bit		O
of		O
a		O
rawness		O
to		O
them		O
,		O
but		O
they		O
'		O
re		O
not		O
going		O
to		O
be		O
so		O
sharp		O
and		O
spicy		O
.		O
So		O
,		O
I		O
'		O
m		O
going		O
to		O
add		O
,		O
to		O
start		O
with		O
,		O
about		O
a		Amount
half		Amount
cup		Unit
of		O
this		O
soaking		O
liquid		O
.		O
That		O
'		O
s		O
why		O
I		O
rinsed		O
these		O
peppers		Ingredient
off		O
first		O
,		O
because		O
you		O
want		O
to		O
be		O
able		O
to		O
use		O
this		O
liquid		O
,		O
but		O
not		O
if		O
it		O
'		O
s		O
full		O
of		O
weird		O
gross		O
shit		O
,		O
just		O
jizz		O
it		O
around		O
.		O
Important		O
safety		O
note		O
.		O
When		O
you		O
'		O
re		O
blending		O
hot		O
things		O
in		O
a		O
blender		O
,		O
pressure		O
builds		O
up		O
,		O
and		O
the		O
lid		O
can		O
blow		O
off		O
.		O
So		O
,		O
make		O
sure		O
that		O
you		O
allow		O
it		O
to		O
like		O
vent		O
,		O
just		O
by		O
sort		O
of		O
leaving		O
a		O
little		O
thing		O
like		O
that		O
.		O
Or		O
if		O
you		O
don		O
'		O
t		O
have		O
like		O
a		O
little		O
cap		O
,		O
you		O
can		O
just		O
cover		O
the		O
blender		O
with		O
like		O
a		O
towel		O
or		O
something		O
,		O
doubled		O
up		O
,		O
so		O
you		O
don		O
'		O
t		O
splatter		O
your		O
hand		O
with		O
hot		O
liquid		O
.		O
Okay		O
.		O
Safety		O
lesson		O
over		O
.		O
Whoa		O
,		O
guys		O
.		O
That		O
was		O
loud		O
.		O
Okay		O
.		O
I		O
'		O
m		O
going		O
to		O
check		O
the		O
consistency		O
.		O
Alright		O
,		O
that		O
looks		O
pretty		O
good		O
.		O
Smells		O
delicioso		O
.		O
I		O
'		O
m		O
going		O
to		O
add		O
a		Amount
little		O
bit		Unit
of		O
salt		Ingredient
,		O
maybe		O
a		Amount
quarter		Amount
teaspoon		Unit
or		O
so		O
.		O
That		O
'		O
s		O
it		O
.		O
Our		O
sauce		O
is		O
done		O
.		O
So		O
,		O
we		O
can		O
get		O
rid		O
of		O
this		O
.		O
Magically		O
,		O
it		O
goes		O
over		O
there		O
.		O
And		O
then		O
,		O
for		O
the		O
enchilada		Recipe
part		O
,		O
I		O
'		O
ve		O
got		O
some		O
corn		Ingredient
tortillas		Ingredient
.		O
Typically		O
,		O
or		O
traditionally		O
,		O
they		O
'		O
re		O
sort		O
of		O
like		O
warmed		O
up		O
and		O
softened		O
in		O
some		O
warm		O
oil		Ingredient
before		O
you		O
roll		O
the		O
enchiladas		Recipe
.		O
I		O
have		O
a		O
cheer		O
white		O
girl		O
method		O
,		O
and		O
I		O
'		O
m		O
just		O
going		O
to		O
actually		O
spray		O
them		O
with		O
a		Amount
little		O
bit		Unit
of		O
spray		Ingredient
oil		Ingredient
.		O
Boop		O
.		O
Boop		O
.		O
Boop		O
.		O
Boop		O
.		O
Boop		O
.		O
Boop		O
.		O
Then		O
,		O
stick		O
them		O
in		O
the		O
microwave		O
for		O
about		O
30		O
seconds		O
,		O
and		O
you		O
will		O
see		O
how		O
beautifully		O
pliable		O
they		O
become		O
.		O
Okay		O
.		O
See		O
?		O
These		O
are		O
nice		O
and		O
hot		O
and		O
soft		O
.		O
Your		O
mileage		O
may		O
vary		O
.		O
You		O
might		O
need		O
to		O
put		O
them		O
in		O
for		O
a		O
little		O
bit		O
longer		O
,		O
60		O
seconds		O
or		O
so		O
.		O
But		O
,		O
looks		O
good		O
to		O
me		O
.		O
So		O
,		O
we		O
'		O
re		O
going		O
to		O
put		O
a		O
little		O
bit		O
of		O
our		O
sauce		O
down		O
here		O
.		O
And		O
then		O
,		O
you		O
just		O
want		O
to		O
dredge		O
each		O
tortilla		Ingredient
in		O
a		O
little		O
bit		O
of		O
this		O
sauce		O
.		O
It		O
'		O
s		O
going		O
to		O
be		O
a		O
little		O
bit		O
messy		O
.		O
Don		O
'		O
t		O
wear		O
your		O
best		O
shirt		O
.		O
Couple		Amount
tablespoons		Unit
of		O
your		O
filling		O
.		O
And		O
then		O
,		O
shove		O
it		O
on		O
back		O
.		O
A		O
lot		O
of		O
times		O
when		O
I		O
'		O
m		O
just		O
making		O
these		O
for		O
Chris		O
and		O
I		O
,		O
I		O
'		O
ll		O
just		O
do		O
like		O
a		O
half		O
batch		O
,		O
and		O
I		O
won		O
'		O
t		O
even		O
bother		O
heating		O
up		O
in		O
the		O
oven		O
.		O
I		O
'		O
ll		O
just		O
do		O
it		O
on		O
a		O
plate		O
and		O
like		O
,		O
microwave		O
them		O
or		O
something		O
.		O
So		O
,		O
this		O
last		O
one		O
,		O
you		O
'		O
ve		O
got		O
to		O
do		O
a		O
little		O
maneuvering		O
,		O
a		O
little		O
Houdini		O
-		O
ing		O
to		O
get		O
it		O
covered		O
,		O
but		O
you		O
can		O
do		O
it		O
.		O
I		O
promise		O
you		O
'		O
ll		O
manage		O
.		O
Alright		O
.		O
Muy		O
bien		O
.		O
Now		O
,		O
I		O
'		O
m		O
just		O
going		O
to		O
pour		O
the		O
rest		O
of		O
the		O
sauce		O
over		O
the		O
top		O
.		O
Well		O
,		O
maybe		O
save		O
a		O
little		O
bit		O
back		O
because		O
it		O
looks		O
really		O
pretty		O
when		O
you		O
top		O
it		O
with		O
egg		Ingredient
.		O
You		O
can		O
add		O
a		O
little		O
bit		O
more		O
sauce		O
on		O
top		O
of		O
the		O
egg		O
too		O
.		O
Okay		O
.		O
Gorgeous		O
.		O
Alright		O
.		O
I		O
'		O
m		O
going		O
to		O
put		O
this		O
in		O
the		O
oven		O
,		O
really		O
just		O
until		O
I		O
have		O
some		O
eggs		Ingredient
fried		O
or		O
poached		O
or		O
however		O
you		O
want		O
to		O
do		O
them		O
.		O
Bonus		O
video		O
recipe		O
tip		O
.		O
How		O
to		O
fry		O
an		O
egg		Ingredient
in		O
a		O
cast		O
iron		O
skillet		O
.		O
You		O
have		O
to		O
use		O
butter		Ingredient
.		O
Do		O
not		O
screw		O
around		O
with		O
oil		Ingredient
and		O
frying		O
eggs		Ingredient
in		O
a		O
cast		O
iron		O
skillet		O
.		O
I		O
have		O
no		O
idea		O
why		O
it		O
doesn		O
'		O
t		O
work		O
,		O
but		O
it		O
doesn		O
'		O
t		O
work		O
.		O
You		O
have		O
to		O
use		O
butter		Ingredient
.		O
I		O
'		O
m		O
sure		O
I		O
'		O
m		O
going		O
to		O
get		O
a		O
million		O
comments		O
telling		O
me		O
I		O
'		O
m		O
totally		O
wrong		O
,		O
but		O
in		O
my		O
kitchen		O
,		O
I		O
have		O
to		O
use		O
butter		Ingredient
,		O
or		O
the		O
eggs		Ingredient
just		O
stick		O
,		O
and		O
they		O
make		O
a		O
huge		O
mess		O
.		O
I		O
'		O
m		O
heating		O
this		O
up		O
over		O
pretty		O
high		O
heat		O
.		O
I		O
'		O
m		O
going		O
to		O
let		O
this		O
butter		Ingredient
kind		O
of		O
-		O
-		O
It		O
'		O
ll		O
get		O
a		O
little		O
foamy		O
,		O
and		O
then		O
the		O
foam		O
will		O
subside		O
.		O
Don		O
'		O
t		O
let		O
me		O
down		O
,		O
butter		Ingredient
.		O
Do		O
what		O
I		O
said		O
that		O
you		O
'		O
ll		O
do		O
.		O
Okay		O
.		O
I		O
think		O
that		O
'		O
s		O
hot		O
enough		O
.		O
It		O
'		O
s		O
sort		O
of		O
popping		O
and		O
stuff		O
.		O
It		O
'		O
s		O
maybe		O
almost		O
about		O
to		O
turn		O
brown		O
.		O
That		O
'		O
s		O
good		O
.		O
So		O
,		O
if		O
you		O
put		O
it		O
in		O
,		O
and		O
it		O
starts		O
popping		O
like		O
that		O
,		O
that		O
'		O
s		O
good		O
.		O
It		O
means		O
you		O
'		O
re		O
probably		O
not		O
going		O
to		O
have		O
your		O
eggs		Ingredient
stick		O
to		O
the		O
pan		O
.		O
It		O
also		O
means		O
you		O
'		O
re		O
probably		O
going		O
to		O
get		O
some		O
little		O
crusty		O
brown		O
bits		O
,		O
which		O
I		O
personally		O
like		O
.		O
But		O
if		O
you		O
don		O
'		O
t		O
,		O
then		O
you		O
might		O
want		O
to		O
try		O
poaching		O
your		O
eggs		Ingredient
or		O
not		O
using		O
a		O
cast		O
iron		O
skillet		O
.		O
Just		O
kind		O
of		O
shimmy		O
it		O
.		O
The		O
handle		O
will		O
get		O
hot		O
,		O
eventually		O
,		O
if		O
you		O
'		O
re		O
frying		O
a		Amount
bunch		Unit
of		O
eggs		Ingredient
.		O
So		O
,		O
don		O
'		O
t		O
have		O
to		O
be		O
like		O
me		O
and		O
be		O
all		O
stupid		O
.		O
Turn		O
the		O
heat		O
down		O
if		O
it		O
'		O
s		O
popping		O
too		O
much		O
.		O
So		O
,		O
it		O
looks		O
good		O
.		O
The		O
bottom		O
'		O
s		O
all		O
set		O
,		O
white		O
.		O
Get		O
it		O
moving		O
like		O
this		O
,		O
and		O
then		O
boop		O
,		O
like		O
that		O
.		O
Turn		O
the		O
heat		O
off		O
immediately		O
,		O
because		O
that		O
residual		O
heat		O
is		O
going		O
to		O
keep		O
cooking		O
it		O
.		O
So		O
,		O
it		O
'		O
s		O
not		O
like		O
totally		O
done		O
while		O
I		O
get		O
my		O
enchiladas		Recipe
out		O
of		O
the		O
oven		O
.		O
Alright		O
.		O
Enchiladas		Recipe
are		O
done		O
.		O
Oops		O
.		O
I		O
scrunched		O
it		O
,		O
but		O
that		O
'		O
s		O
OK		O
.		O
It		O
'		O
s		O
going		O
to		O
taste		O
awesome		O
.		O
Then		O
,		O
I		O
'		O
m		O
going		O
to		O
cover		O
it		O
with		O
a		O
,		O
hopefully		O
,		O
still		O
runny		O
egg		Ingredient
.		O
Come		O
on		O
.		O
I		O
'		O
ll		O
just		O
do		O
that		O
.		O
Perfect		O
.		O
Okay		O
.		O
There		O
you		O
go		O
.		O
Breakfast		Recipe
enchiladas		Recipe
.		Recipe
I		O
cannot		O
wait		O
to		O
dig		O
in		O
.		O
I		O
have		O
many		O
other		O
enchilada		Recipe
recipes		O
on		O
my		O
website		O
and		O
videos		O
.		O
And		O
also		O
,		O
check		O
out		O
my		O
breakfast		O
playlist		O
,		O
if		O
you		O
are		O
so		O
inclined		O
.		O
Let		O
'		O
s		O
just		O
go		O
ahead		O
and		O
see		O
if		O
the		O
egg		O
yolk		O
is		O
still		O
runny		O
.		O
Hey		O
.		O
It		O
'		O
s		O
not		O
runny		O
,		O
exactly		O
,		O
but		O
it		O
'		O
s		O
moist		O
.		O
Why		O
does		O
that		O
word		O
gross		O
everyone		O
out		O
so		O
much		O
?		O
Okay		O
.		O
Get		O
all		O
this		O
good		O
stuff		O
.		O
I		O
'		O
m		O
just		O
going		O
to		O
take		O
a		O
big		O
old		O
honking		O
bite		O
.		O
God		O
damn		O
it		O
.		O
If		O
I		O
can		O
.		O
Fork		O
.		O
My		O
fork		O
is		O
traitor		O
-		O
ing		O
me		O
.		O
That		O
is		O
what		O
I		O
'		O
m		O
talking		O
about		O
.		O
This		O
is		O
what		O
I		O
want		O
for		O
breakfast		O
if		O
I		O
ever		O
come		O
to		O
stay		O
at		O
your		O
house		O
,		O
like		O
impromptu		O
like		O
bed		O
and		O
breakfast		O
session		O
.		O
This		O
is		O
what		O
I		O
want		O
you		O
to		O
make		O
me		O
.		O
Okay		O
?		O
Thanks		O
.		O
Thanks		O
for		O
watching		O
.		O
Please		O
subscribe		O
if		O
you		O
haven		O
'		O
t		O
already		O
.		O
Check		O
out		O
Hilah		O
Cooking		O
for		O
printable		O
recipes		O
,		O
and		O
I		O
'		O
ll		O
see		O
you		O
guys		O
next		O
time		O
.		O
Bye		O
.		O
Hey		O
.		O
What		O
'		O
s		O
a		O
crab		O
'		O
s		O
favorite		O
Mexican		O
food		O
?		O
Pinch		O
-		O
a		O
-		O
lot		O
-		O
as		O
.		O
Get		O
it		O
?		O
Hi		O
guys		O
,		O
I		O
'		O
m		O
Laura		O
Vitale		O
and		O
on		O
this		O
episode		O
of		O
Laura		O
in		O
the		O
Kitchen		O
,		O
I		O
'		O
m		O
going		O
to		O
bring		O
you		O
what		O
I		O
like		O
to		O
call		O
my		O
Confetti		Recipe
Birthday		Recipe
Cake		Recipe
.		O
Now		O
,		O
my		O
birthday		O
is		O
in		O
November		O
,		O
I		O
have		O
never		O
had		O
a		O
birthday		O
party		O
in		O
the		O
Summer		O
.		O
So		O
,		O
what		O
did		O
I		O
do		O
last		O
weekend		O
?		O
Celebrated		O
my		O
own		O
birthday		O
.		O
With		O
a		O
birthday		O
cake		O
!		O
And		O
I		O
figured		O
I		O
'		O
d		O
share		O
this		O
recipe		O
with		O
you		O
because		O
so		O
many		O
of		O
you		O
write		O
me		O
and		O
send		O
me		O
e		O
-		O
mails		O
saying		O
'		O
Can		O
you		O
show		O
me		O
a		O
birthday		O
cake		O
?		O
'		O
.		O
Now		O
,		O
you		O
know		O
I		O
don		O
'		O
t		O
make		O
any		O
sort		O
of		O
fancy		O
cakes		O
with		O
fondant		O
and		O
all		O
these		O
cool		O
characters		O
,		O
that		O
'		O
s		O
just		O
not		O
my		O
style		O
-		O
I		O
like		O
really		O
good		O
food		O
!		O
And		O
I		O
love		O
anything		O
homemade		O
.		O
So		O
this		O
is		O
a		O
gorgeous		O
fluffy		O
,		O
light		O
vanilla		O
cake		O
with		O
a		O
gorgeous		O
buttercream		Ingredient
,		O
so		O
it		O
is		O
absolutely		O
amazing		O
,		O
let		O
me		O
take		O
you		O
over		O
the		O
ingredients		O
so		O
we		O
can		O
get		O
started		O
!		O
You		O
'		O
ll		O
need		O
all		O
purpose		O
flour		Ingredient
,		O
baking		Ingredient
powder		Ingredient
,		O
salt		Ingredient
,		O
granulated		Ingredient
sugar		Ingredient
,		O
egg		Ingredient
whites		Ingredient
,		O
unsalted		Ingredient
butter		Ingredient
,		O
softened		O
at		O
room		O
temperature		O
,		O
a		Amount
little		O
bit		Unit
of		O
sour		Ingredient
cream		Ingredient
,		O
some		Amount
whole		Ingredient
milk		Ingredient
,		O
vanilla		Ingredient
extract		Ingredient
and		O
I		O
'		O
ve		O
got		O
some		Amount
jimmies		Ingredient
!		O
Now		O
,		O
this		O
is		O
what		O
'		O
s		O
going		O
to		O
go		O
all		O
the		O
way		O
through		O
my		O
batter		O
,		O
and		O
it		O
'		O
s		O
going		O
to		O
be		O
so		O
good		O
!		O
Now		O
,		O
comment		O
below		O
and		O
let		O
me		O
know		O
what		O
your		O
childhood		O
birthday		O
cake		O
was		O
,		O
now		O
to		O
be		O
completely		O
honest		O
with		O
you		O
,		O
when		O
I		O
was		O
a		O
child		O
,		O
I		O
didn		O
'		O
t		O
want		O
a		O
birthday		O
cake		O
,		O
I		O
wanted		O
pastiera		O
.		O
That		O
was		O
the		O
birthday		O
cake		O
of		O
choice		O
!		O
But		O
I		O
would		O
love		O
to		O
know		O
from		O
you		O
-		O
And		O
I		O
would		O
love		O
to		O
know		O
when		O
your		O
-		O
your		O
birthday		O
month		O
and		O
what		O
the		O
cake		O
that		O
you		O
would		O
like		O
to		O
have		O
.		O
And		O
maybe		O
you		O
might		O
see		O
it		O
pop		O
up		O
on		O
Laura		O
in		O
the		O
Kitchen		O
!		O
So		O
,		O
I		O
thought		O
that		O
might		O
be		O
fun		O
!		O
I		O
'		O
m		O
just		O
taking		O
my		O
egg		Ingredient
whites		Ingredient
and		O
I		O
'		O
m		O
going		O
to		O
use		O
my		O
standing		O
mixer		O
to		O
whip		O
these		O
up		O
.		O
I		O
'		O
m		O
going		O
to		O
whip		O
these		O
until		O
they		O
'		O
ve		O
got		O
stiff		O
peaks		O
and		O
I		O
'		O
ll		O
show		O
you		O
what		O
it		O
looks		O
like		O
when		O
they		O
'		O
re		O
there		O
.		O
It		O
should		O
take		O
a		O
couple		O
minutes		O
.		O
Beautiful		O
!		O
Now		O
,		O
I		O
don		O
'		O
t		O
need		O
the		O
egg		Ingredient
whites		Ingredient
at		O
this		O
very		O
moment		O
,		O
I		O
actually		O
need		O
them		O
later		O
on		O
in		O
the		O
recipe		O
,		O
but		O
like		O
I		O
did		O
previously		O
on		O
a		O
different		O
episode		O
,		O
if		O
I		O
need		O
to		O
whip		O
the		O
egg		Ingredient
whites		Ingredient
and		O
do		O
it		O
in		O
the		O
standing		O
mixer		O
,		O
I		O
might		O
as		O
well		O
get		O
them		O
done		O
and		O
out		O
of		O
the		O
way		O
because		O
you		O
can		O
'		O
t		O
whip		O
egg		Ingredient
whites		Ingredient
in		O
a		O
dirty		O
bowl		O
,		O
so		O
you		O
want		O
to		O
get		O
those		O
done		O
and		O
out		O
of		O
the		O
way		O
.		O
So		O
now		O
that		O
that		O
'		O
s		O
done		O
-		O
and		O
don		O
'		O
t		O
worry		O
if		O
a		O
little		O
bit		O
remains		O
,		O
that		O
'		O
s		O
totally		O
fine		O
!		O
I		O
'		O
m		O
going		O
to		O
put		O
this		O
back		O
on		O
,		O
I		O
'		O
m		O
going		O
to		O
switch		O
to		O
a		O
paddle		O
attachment		O
and		O
I		O
'		O
m		O
going		O
to		O
add		O
-		O
get		O
my		O
beautiful		O
egg		Ingredient
whites		Ingredient
,		O
look		O
at		O
that		O
-		O
out		O
of		O
the		O
way		O
.		O
I		O
'		O
m		O
going		O
to		O
add		O
my		O
softened		O
butter		Ingredient
,		O
really		O
important		O
that		O
it		O
'		O
s		O
nice		O
and		O
soft		O
.		O
And		O
my		O
sugar		Ingredient
.		O
I		O
'		O
m		O
going		O
to		O
get		O
these		O
nice		O
and		O
creamy		O
and		O
fluffy		O
.		O
My		O
excitement		O
is		O
making		O
me		O
stutter		O
,		O
but		O
this		O
is		O
going		O
to		O
be		O
gorgeous		O
,		O
and		O
now		O
you		O
'		O
ve		O
noticed		O
we		O
haven		O
'		O
t		O
added		O
whole		Ingredient
eggs		Ingredient
,		O
and		O
that		O
'		O
s		O
because		O
we		O
want		O
this		O
to		O
be		O
a		O
gorgeous		O
white		O
fluffy		O
cake		O
,		O
it		O
'		O
s		O
absolutely		O
delicious		O
-		O
really		O
a		O
treat		O
,		O
I		O
have		O
to		O
say		O
,		O
but		O
so		O
worth		O
it		O
!		O
Especially		O
if		O
it		O
'		O
s		O
your		O
birthday		O
.		O
It		O
'		O
s		O
my		O
birthday		O
and		O
I		O
will		O
eat		O
cake		O
all		O
I		O
want		O
!		O
Ha		O
!		O
It		O
'		O
s		O
my		O
pretend		O
birthday		O
anyway		O
!		O
I		O
'		O
m		O
just		O
going		O
to		O
whisk		O
this		O
up		O
,		O
or		O
mix		O
it		O
until		O
it		O
'		O
s		O
nice		O
and		O
fluffy		O
.		O
That		O
'		O
s		O
looking		O
good		O
,		O
I		O
'		O
m		O
going		O
to		O
